clean_text,sentiment
sample tweet 5541,negative
sample tweet 5542,neutral
sample tweet 5543,neutral
sample tweet 5544,positive
sample tweet 5545,positive
sample tweet 5546,neutral
sample tweet 5547,positive
sample tweet 5548,positive
sample tweet 5549,neutral
sample tweet 5550,neutral
sample tweet 5551,neutral
sample tweet 5552,positive
sample tweet 5553,negative
sample tweet 5554,negative
sample tweet 5555,neutral
sample tweet 5556,positive
sample tweet 5557,negative
sample tweet 5558,positive
sample tweet 5559,positive
sample tweet 5560,neutral
sample tweet 5561,neutral
sample tweet 5562,positive
sample tweet 5563,positive
sample tweet 5564,negative
sample tweet 5565,neutral
sample tweet 5566,positive
sample tweet 5567,neutral
sample tweet 5568,positive
sample tweet 5569,positive
sample tweet 5570,negative
sample tweet 5571,neutral
sample tweet 5572,negative
sample tweet 5573,negative
sample tweet 5574,positive
sample tweet 5575,positive
sample tweet 5576,positive
sample tweet 5577,neutral
sample tweet 5578,neutral
sample tweet 5579,neutral
sample tweet 5580,positive
sample tweet 5581,negative
sample tweet 5582,negative
sample tweet 5583,neutral
sample tweet 5584,positive
sample tweet 5585,positive
sample tweet 5586,negative
sample tweet 5587,neutral
sample tweet 5588,positive
sample tweet 5589,neutral
sample tweet 5590,positive
sample tweet 5591,positive
sample tweet 5592,positive
sample tweet 5593,neutral
sample tweet 5594,negative
sample tweet 5595,positive
sample tweet 5596,negative
sample tweet 5597,negative
sample tweet 5598,negative
sample tweet 5599,positive
sample tweet 5600,neutral
sample tweet 5601,positive
sample tweet 5602,negative
sample tweet 5603,neutral
sample tweet 5604,positive
sample tweet 5605,positive
sample tweet 5606,neutral
sample tweet 5607,positive
sample tweet 5608,negative
sample tweet 5609,positive
sample tweet 5610,neutral
sample tweet 5611,negative
sample tweet 5612,positive
sample tweet 5613,positive
sample tweet 5614,neutral
sample tweet 5615,positive
sample tweet 5616,positive
sample tweet 5617,positive
sample tweet 5618,positive
sample tweet 5619,positive
sample tweet 5620,neutral
sample tweet 5621,positive
sample tweet 5622,positive
sample tweet 5623,neutral
sample tweet 5624,positive
sample tweet 5625,positive
sample tweet 5626,neutral
sample tweet 5627,positive
sample tweet 5628,negative
sample tweet 5629,neutral
sample tweet 5630,positive
sample tweet 5631,positive
sample tweet 5632,positive
sample tweet 5633,positive
sample tweet 5634,neutral
sample tweet 5635,positive
sample tweet 5636,positive
sample tweet 5637,negative
sample tweet 5638,positive
sample tweet 5639,neutral
sample tweet 5640,neutral
sample tweet 5641,neutral
sample tweet 5642,negative
sample tweet 5643,negative
sample tweet 5644,neutral
sample tweet 5645,positive
sample tweet 5646,neutral
sample tweet 5647,positive
sample tweet 5648,positive
sample tweet 5649,neutral
sample tweet 5650,positive
sample tweet 5651,positive
sample tweet 5652,neutral
sample tweet 5653,positive
sample tweet 5654,neutral
sample tweet 5655,positive
sample tweet 5656,positive
sample tweet 5657,neutral
sample tweet 5658,positive
sample tweet 5659,positive
sample tweet 5660,neutral
sample tweet 5661,positive
sample tweet 5662,positive
sample tweet 5663,negative
sample tweet 5664,positive
sample tweet 5665,negative
sample tweet 5666,negative
sample tweet 5667,positive
sample tweet 5668,neutral
sample tweet 5669,positive
sample tweet 5670,neutral
sample tweet 5671,positive
sample tweet 5672,negative
sample tweet 5673,neutral
sample tweet 5674,neutral
sample tweet 5675,positive
sample tweet 5676,negative
sample tweet 5677,positive
sample tweet 5678,neutral
sample tweet 5679,neutral
sample tweet 5680,positive
sample tweet 5681,negative
sample tweet 5682,neutral
sample tweet 5683,positive
sample tweet 5684,negative
sample tweet 5685,negative
sample tweet 5686,neutral
sample tweet 5687,negative
sample tweet 5688,negative
sample tweet 5689,neutral
sample tweet 5690,positive
sample tweet 5691,positive
sample tweet 5692,negative
sample tweet 5693,positive
sample tweet 5694,negative
sample tweet 5695,neutral
sample tweet 5696,positive
sample tweet 5697,positive
sample tweet 5698,positive
sample tweet 5699,negative
sample tweet 5700,positive
sample tweet 5701,positive
sample tweet 5702,positive
sample tweet 5703,positive
sample tweet 5704,positive
sample tweet 5705,positive
sample tweet 5706,neutral
sample tweet 5707,negative
sample tweet 5708,positive
sample tweet 5709,neutral
sample tweet 5710,positive
sample tweet 5711,negative
sample tweet 5712,positive
sample tweet 5713,positive
sample tweet 5714,negative
sample tweet 5715,positive
sample tweet 5716,positive
sample tweet 5717,negative
sample tweet 5718,positive
sample tweet 5719,neutral
sample tweet 5720,positive
sample tweet 5721,positive
sample tweet 5722,neutral
sample tweet 5723,positive
sample tweet 5724,neutral
sample tweet 5725,positive
sample tweet 5726,negative
sample tweet 5727,negative
sample tweet 5728,neutral
sample tweet 5729,neutral
sample tweet 5730,neutral
sample tweet 5731,positive
sample tweet 5732,positive
sample tweet 5733,positive
sample tweet 5734,negative
sample tweet 5735,positive
sample tweet 5736,positive
sample tweet 5737,positive
sample tweet 5738,negative
sample tweet 5739,negative
sample tweet 5740,neutral
sample tweet 5741,neutral
sample tweet 5742,neutral
sample tweet 5743,neutral
sample tweet 5744,positive
sample tweet 5745,negative
sample tweet 5746,positive
sample tweet 5747,negative
sample tweet 5748,neutral
sample tweet 5749,negative
sample tweet 5750,negative
sample tweet 5751,positive
sample tweet 5752,positive
sample tweet 5753,positive
sample tweet 5754,negative
sample tweet 5755,positive
sample tweet 5756,positive
sample tweet 5757,positive
sample tweet 5758,positive
sample tweet 5759,negative
sample tweet 5760,positive
sample tweet 5761,positive
sample tweet 5762,positive
sample tweet 5763,negative
sample tweet 5764,positive
sample tweet 5765,neutral
sample tweet 5766,negative
sample tweet 5767,positive
sample tweet 5768,negative
sample tweet 5769,neutral
sample tweet 5770,positive
sample tweet 5771,positive
sample tweet 5772,positive
sample tweet 5773,negative
sample tweet 5774,positive
sample tweet 5775,positive
sample tweet 5776,neutral
sample tweet 5777,negative
sample tweet 5778,positive
sample tweet 5779,positive
sample tweet 5780,positive
sample tweet 5781,positive
sample tweet 5782,neutral
sample tweet 5783,positive
sample tweet 5784,positive
sample tweet 5785,positive
sample tweet 5786,neutral
sample tweet 5787,positive
sample tweet 5788,positive
sample tweet 5789,neutral
sample tweet 5790,negative
sample tweet 5791,neutral
sample tweet 5792,neutral
sample tweet 5793,positive
sample tweet 5794,negative
sample tweet 5795,positive
sample tweet 5796,neutral
sample tweet 5797,positive
sample tweet 5798,positive
sample tweet 5799,positive
sample tweet 5800,positive
sample tweet 5801,neutral
sample tweet 5802,neutral
sample tweet 5803,positive
sample tweet 5804,negative
sample tweet 5805,negative
sample tweet 5806,positive
sample tweet 5807,positive
sample tweet 5808,negative
sample tweet 5809,neutral
sample tweet 5810,positive
sample tweet 5811,negative
sample tweet 5812,negative
sample tweet 5813,neutral
sample tweet 5814,neutral
sample tweet 5815,negative
sample tweet 5816,positive
sample tweet 5817,positive
sample tweet 5818,positive
sample tweet 5819,negative
sample tweet 5820,negative
sample tweet 5821,positive
sample tweet 5822,positive
sample tweet 5823,positive
sample tweet 5824,neutral
sample tweet 5825,positive
sample tweet 5826,positive
sample tweet 5827,neutral
sample tweet 5828,negative
sample tweet 5829,negative
sample tweet 5830,negative
sample tweet 5831,positive
sample tweet 5832,neutral
sample tweet 5833,negative
sample tweet 5834,negative
sample tweet 5835,positive
sample tweet 5836,negative
sample tweet 5837,positive
sample tweet 5838,positive
sample tweet 5839,negative
sample tweet 5840,positive
sample tweet 5841,neutral
sample tweet 5842,positive
sample tweet 5843,neutral
sample tweet 5844,positive
sample tweet 5845,negative
sample tweet 5846,neutral
sample tweet 5847,positive
sample tweet 5848,negative
sample tweet 5849,positive
sample tweet 5850,negative
sample tweet 5851,positive
sample tweet 5852,positive
sample tweet 5853,positive
sample tweet 5854,positive
sample tweet 5855,neutral
sample tweet 5856,negative
sample tweet 5857,neutral
sample tweet 5858,positive
sample tweet 5859,neutral
sample tweet 5860,neutral
sample tweet 5861,positive
sample tweet 5862,positive
sample tweet 5863,negative
sample tweet 5864,positive
sample tweet 5865,negative
sample tweet 5866,negative
sample tweet 5867,positive
sample tweet 5868,positive
sample tweet 5869,positive
sample tweet 5870,positive
sample tweet 5871,negative
sample tweet 5872,neutral
sample tweet 5873,neutral
sample tweet 5874,positive
sample tweet 5875,negative
sample tweet 5876,negative
sample tweet 5877,neutral
sample tweet 5878,positive
sample tweet 5879,positive
sample tweet 5880,neutral
sample tweet 5881,neutral
sample tweet 5882,positive
sample tweet 5883,negative
sample tweet 5884,neutral
sample tweet 5885,positive
sample tweet 5886,negative
sample tweet 5887,positive
sample tweet 5888,positive
sample tweet 5889,negative
sample tweet 5890,positive
sample tweet 5891,negative
sample tweet 5892,positive
sample tweet 5893,positive
sample tweet 5894,positive
sample tweet 5895,neutral
sample tweet 5896,neutral
sample tweet 5897,positive
sample tweet 5898,positive
sample tweet 5899,positive
sample tweet 5900,negative
sample tweet 5901,positive
sample tweet 5902,positive
sample tweet 5903,negative
sample tweet 5904,neutral
sample tweet 5905,positive
sample tweet 5906,positive
sample tweet 5907,neutral
sample tweet 5908,neutral
sample tweet 5909,positive
sample tweet 5910,negative
sample tweet 5911,positive
sample tweet 5912,positive
sample tweet 5913,positive
sample tweet 5914,positive
sample tweet 5915,negative
sample tweet 5916,positive
sample tweet 5917,neutral
sample tweet 5918,negative
sample tweet 5919,positive
sample tweet 5920,neutral
sample tweet 5921,positive
sample tweet 5922,positive
sample tweet 5923,negative
sample tweet 5924,neutral
sample tweet 5925,positive
sample tweet 5926,neutral
sample tweet 5927,negative
sample tweet 5928,negative
sample tweet 5929,neutral
sample tweet 5930,neutral
sample tweet 5931,neutral
sample tweet 5932,neutral
sample tweet 5933,positive
sample tweet 5934,positive
sample tweet 5935,neutral
sample tweet 5936,negative
sample tweet 5937,neutral
sample tweet 5938,positive
sample tweet 5939,positive
sample tweet 5940,negative
sample tweet 5941,positive
sample tweet 5942,negative
sample tweet 5943,positive
sample tweet 5944,positive
sample tweet 5945,positive
sample tweet 5946,neutral
sample tweet 5947,neutral
sample tweet 5948,neutral
sample tweet 5949,positive
sample tweet 5950,neutral
sample tweet 5951,negative
sample tweet 5952,positive
sample tweet 5953,positive
sample tweet 5954,positive
sample tweet 5955,neutral
sample tweet 5956,negative
sample tweet 5957,positive
sample tweet 5958,negative
sample tweet 5959,positive
sample tweet 5960,positive
sample tweet 5961,positive
sample tweet 5962,neutral
sample tweet 5963,neutral
sample tweet 5964,negative
sample tweet 5965,positive
sample tweet 5966,neutral
sample tweet 5967,positive
sample tweet 5968,positive
sample tweet 5969,positive
sample tweet 5970,neutral
sample tweet 5971,negative
sample tweet 5972,neutral
sample tweet 5973,neutral
sample tweet 5974,neutral
sample tweet 5975,positive
sample tweet 5976,negative
sample tweet 5977,positive
sample tweet 5978,neutral
sample tweet 5979,positive
sample tweet 5980,negative
sample tweet 5981,positive
sample tweet 5982,positive
sample tweet 5983,positive
sample tweet 5984,positive
sample tweet 5985,positive
sample tweet 5986,neutral
sample tweet 5987,positive
sample tweet 5988,neutral
sample tweet 5989,neutral
sample tweet 5990,neutral
sample tweet 5991,negative
sample tweet 5992,negative
sample tweet 5993,positive
sample tweet 5994,negative
sample tweet 5995,negative
sample tweet 5996,positive
sample tweet 5997,negative
sample tweet 5998,negative
sample tweet 5999,positive
sample tweet 6000,neutral
sample tweet 6001,neutral
sample tweet 6002,negative
sample tweet 6003,positive
sample tweet 6004,positive
sample tweet 6005,positive
sample tweet 6006,neutral
sample tweet 6007,positive
sample tweet 6008,positive
sample tweet 6009,neutral
sample tweet 6010,negative
sample tweet 6011,negative
sample tweet 6012,positive
sample tweet 6013,positive
sample tweet 6014,neutral
sample tweet 6015,neutral
sample tweet 6016,negative
sample tweet 6017,neutral
sample tweet 6018,positive
sample tweet 6019,neutral
sample tweet 6020,negative
sample tweet 6021,negative
sample tweet 6022,positive
sample tweet 6023,positive
sample tweet 6024,neutral
sample tweet 6025,positive
sample tweet 6026,positive
sample tweet 6027,neutral
sample tweet 6028,neutral
sample tweet 6029,positive
sample tweet 6030,neutral
sample tweet 6031,neutral
sample tweet 6032,positive
sample tweet 6033,neutral
sample tweet 6034,negative
sample tweet 6035,neutral
sample tweet 6036,positive
sample tweet 6037,positive
sample tweet 6038,positive
sample tweet 6039,positive
sample tweet 6040,neutral
sample tweet 6041,positive
sample tweet 6042,positive
sample tweet 6043,positive
sample tweet 6044,positive
sample tweet 6045,neutral
sample tweet 6046,negative
sample tweet 6047,neutral
sample tweet 6048,positive
sample tweet 6049,positive
sample tweet 6050,negative
sample tweet 6051,negative
sample tweet 6052,positive
sample tweet 6053,positive
sample tweet 6054,positive
sample tweet 6055,positive
sample tweet 6056,positive
sample tweet 6057,positive
sample tweet 6058,positive
sample tweet 6059,negative
sample tweet 6060,negative
sample tweet 6061,neutral
sample tweet 6062,positive
sample tweet 6063,positive
sample tweet 6064,negative
sample tweet 6065,positive
sample tweet 6066,positive
sample tweet 6067,positive
sample tweet 6068,positive
sample tweet 6069,neutral
sample tweet 6070,neutral
sample tweet 6071,negative
sample tweet 6072,neutral
sample tweet 6073,positive
sample tweet 6074,neutral
sample tweet 6075,positive
sample tweet 6076,neutral
sample tweet 6077,negative
sample tweet 6078,positive
sample tweet 6079,positive
sample tweet 6080,positive
sample tweet 6081,positive
sample tweet 6082,negative
sample tweet 6083,negative
sample tweet 6084,positive
sample tweet 6085,positive
sample tweet 6086,neutral
sample tweet 6087,neutral
sample tweet 6088,positive
sample tweet 6089,neutral
sample tweet 6090,positive
sample tweet 6091,neutral
sample tweet 6092,positive
sample tweet 6093,positive
sample tweet 6094,positive
sample tweet 6095,positive
sample tweet 6096,neutral
sample tweet 6097,neutral
sample tweet 6098,neutral
sample tweet 6099,positive
sample tweet 6100,neutral
sample tweet 6101,positive
sample tweet 6102,positive
sample tweet 6103,negative
sample tweet 6104,negative
sample tweet 6105,negative
sample tweet 6106,negative
sample tweet 6107,negative
sample tweet 6108,positive
sample tweet 6109,positive
sample tweet 6110,positive
sample tweet 6111,neutral
sample tweet 6112,positive
sample tweet 6113,negative
sample tweet 6114,neutral
sample tweet 6115,negative
sample tweet 6116,neutral
sample tweet 6117,positive
sample tweet 6118,neutral
sample tweet 6119,positive
sample tweet 6120,positive
sample tweet 6121,positive
sample tweet 6122,negative
sample tweet 6123,negative
sample tweet 6124,negative
sample tweet 6125,positive
sample tweet 6126,neutral
sample tweet 6127,negative
sample tweet 6128,negative
sample tweet 6129,positive
sample tweet 6130,negative
sample tweet 6131,neutral
sample tweet 6132,positive
sample tweet 6133,positive
sample tweet 6134,positive
sample tweet 6135,positive
sample tweet 6136,positive
sample tweet 6137,neutral
sample tweet 6138,positive
sample tweet 6139,positive
sample tweet 6140,negative
sample tweet 6141,positive
sample tweet 6142,neutral
sample tweet 6143,positive
sample tweet 6144,positive
sample tweet 6145,positive
sample tweet 6146,negative
sample tweet 6147,negative
sample tweet 6148,neutral
sample tweet 6149,neutral
sample tweet 6150,neutral
sample tweet 6151,negative
sample tweet 6152,neutral
sample tweet 6153,positive
sample tweet 6154,positive
sample tweet 6155,positive
sample tweet 6156,neutral
sample tweet 6157,neutral
sample tweet 6158,neutral
sample tweet 6159,neutral
sample tweet 6160,negative
sample tweet 6161,positive
sample tweet 6162,positive
sample tweet 6163,positive
sample tweet 6164,neutral
sample tweet 6165,negative
sample tweet 6166,neutral
sample tweet 6167,neutral
sample tweet 6168,positive
sample tweet 6169,neutral
sample tweet 6170,negative
sample tweet 6171,negative
sample tweet 6172,positive
sample tweet 6173,neutral
sample tweet 6174,neutral
sample tweet 6175,negative
sample tweet 6176,negative
sample tweet 6177,positive
sample tweet 6178,negative
sample tweet 6179,positive
sample tweet 6180,positive
sample tweet 6181,positive
sample tweet 6182,positive
sample tweet 6183,neutral
sample tweet 6184,positive
sample tweet 6185,negative
sample tweet 6186,positive
sample tweet 6187,negative
sample tweet 6188,positive
sample tweet 6189,negative
sample tweet 6190,neutral
sample tweet 6191,positive
sample tweet 6192,neutral
sample tweet 6193,positive
sample tweet 6194,positive
sample tweet 6195,negative
sample tweet 6196,negative
sample tweet 6197,positive
sample tweet 6198,positive
sample tweet 6199,neutral
sample tweet 6200,positive
sample tweet 6201,positive
sample tweet 6202,positive
sample tweet 6203,positive
sample tweet 6204,positive
sample tweet 6205,negative
sample tweet 6206,negative
sample tweet 6207,positive
sample tweet 6208,negative
sample tweet 6209,positive
sample tweet 6210,positive
sample tweet 6211,positive
sample tweet 6212,positive
sample tweet 6213,positive
sample tweet 6214,neutral
sample tweet 6215,negative
sample tweet 6216,negative
sample tweet 6217,neutral
sample tweet 6218,neutral
sample tweet 6219,positive
sample tweet 6220,positive
sample tweet 6221,negative
sample tweet 6222,neutral
sample tweet 6223,neutral
sample tweet 6224,positive
sample tweet 6225,positive
sample tweet 6226,negative
sample tweet 6227,negative
sample tweet 6228,positive
sample tweet 6229,neutral
sample tweet 6230,positive
sample tweet 6231,positive
sample tweet 6232,positive
sample tweet 6233,neutral
sample tweet 6234,positive
sample tweet 6235,negative
sample tweet 6236,neutral
sample tweet 6237,positive
sample tweet 6238,negative
sample tweet 6239,negative
sample tweet 6240,negative
sample tweet 6241,negative
sample tweet 6242,positive
sample tweet 6243,negative
sample tweet 6244,negative
sample tweet 6245,positive
sample tweet 6246,positive
sample tweet 6247,negative
sample tweet 6248,positive
sample tweet 6249,positive
sample tweet 6250,positive
sample tweet 6251,positive
sample tweet 6252,positive
sample tweet 6253,neutral
sample tweet 6254,positive
sample tweet 6255,positive
sample tweet 6256,neutral
sample tweet 6257,positive
sample tweet 6258,neutral
sample tweet 6259,positive
sample tweet 6260,neutral
sample tweet 6261,neutral
sample tweet 6262,positive
sample tweet 6263,neutral
sample tweet 6264,negative
sample tweet 6265,positive
sample tweet 6266,positive
sample tweet 6267,positive
sample tweet 6268,neutral
sample tweet 6269,positive
sample tweet 6270,negative
sample tweet 6271,neutral
sample tweet 6272,neutral
sample tweet 6273,negative
sample tweet 6274,positive
sample tweet 6275,negative
sample tweet 6276,neutral
sample tweet 6277,positive
sample tweet 6278,positive
sample tweet 6279,positive
sample tweet 6280,neutral
sample tweet 6281,neutral
sample tweet 6282,positive
sample tweet 6283,positive
sample tweet 6284,neutral
sample tweet 6285,neutral
sample tweet 6286,negative
sample tweet 6287,negative
sample tweet 6288,negative
sample tweet 6289,positive
sample tweet 6290,negative
sample tweet 6291,neutral
sample tweet 6292,positive
sample tweet 6293,positive
sample tweet 6294,positive
sample tweet 6295,neutral
sample tweet 6296,positive
sample tweet 6297,positive
sample tweet 6298,neutral
sample tweet 6299,neutral
sample tweet 6300,positive
sample tweet 6301,positive
sample tweet 6302,negative
sample tweet 6303,negative
sample tweet 6304,negative
sample tweet 6305,positive
sample tweet 6306,positive
sample tweet 6307,positive
sample tweet 6308,neutral
sample tweet 6309,positive
sample tweet 6310,negative
sample tweet 6311,negative
sample tweet 6312,neutral
sample tweet 6313,negative
sample tweet 6314,neutral
sample tweet 6315,neutral
sample tweet 6316,neutral
sample tweet 6317,positive
sample tweet 6318,negative
sample tweet 6319,negative
sample tweet 6320,negative
sample tweet 6321,positive
sample tweet 6322,neutral
sample tweet 6323,neutral
sample tweet 6324,negative
sample tweet 6325,positive
sample tweet 6326,positive
sample tweet 6327,negative
sample tweet 6328,positive
sample tweet 6329,positive
sample tweet 6330,positive
sample tweet 6331,positive
sample tweet 6332,negative
sample tweet 6333,negative
sample tweet 6334,neutral
sample tweet 6335,neutral
sample tweet 6336,neutral
sample tweet 6337,positive
sample tweet 6338,negative
sample tweet 6339,positive
sample tweet 6340,positive
sample tweet 6341,positive
sample tweet 6342,neutral
sample tweet 6343,neutral
sample tweet 6344,negative
sample tweet 6345,positive
sample tweet 6346,neutral
sample tweet 6347,positive
sample tweet 6348,negative
sample tweet 6349,negative
sample tweet 6350,negative
sample tweet 6351,neutral
sample tweet 6352,positive
sample tweet 6353,positive
sample tweet 6354,negative
sample tweet 6355,positive
sample tweet 6356,positive
sample tweet 6357,positive
sample tweet 6358,neutral
sample tweet 6359,neutral
sample tweet 6360,negative
sample tweet 6361,neutral
sample tweet 6362,positive
sample tweet 6363,positive
sample tweet 6364,negative
sample tweet 6365,positive
sample tweet 6366,positive
sample tweet 6367,positive
sample tweet 6368,neutral
sample tweet 6369,positive
sample tweet 6370,neutral
sample tweet 6371,positive
sample tweet 6372,positive
sample tweet 6373,positive
sample tweet 6374,positive
sample tweet 6375,negative
sample tweet 6376,negative
sample tweet 6377,positive
sample tweet 6378,neutral
sample tweet 6379,neutral
sample tweet 6380,positive
sample tweet 6381,positive
sample tweet 6382,neutral
sample tweet 6383,negative
sample tweet 6384,negative
sample tweet 6385,positive
sample tweet 6386,positive
sample tweet 6387,positive
sample tweet 6388,neutral
sample tweet 6389,positive
sample tweet 6390,neutral
sample tweet 6391,positive
sample tweet 6392,neutral
sample tweet 6393,positive
sample tweet 6394,positive
sample tweet 6395,neutral
sample tweet 6396,positive
sample tweet 6397,negative
sample tweet 6398,positive
sample tweet 6399,positive
sample tweet 6400,positive
sample tweet 6401,neutral
sample tweet 6402,positive
sample tweet 6403,neutral
sample tweet 6404,negative
sample tweet 6405,positive
sample tweet 6406,neutral
sample tweet 6407,positive
sample tweet 6408,negative
sample tweet 6409,neutral
sample tweet 6410,neutral
sample tweet 6411,positive
sample tweet 6412,positive
sample tweet 6413,positive
sample tweet 6414,positive
sample tweet 6415,neutral
sample tweet 6416,positive
sample tweet 6417,positive
sample tweet 6418,neutral
sample tweet 6419,negative
sample tweet 6420,neutral
sample tweet 6421,positive
sample tweet 6422,positive
sample tweet 6423,positive
sample tweet 6424,neutral
sample tweet 6425,positive
sample tweet 6426,positive
sample tweet 6427,neutral
sample tweet 6428,negative
sample tweet 6429,positive
sample tweet 6430,positive
sample tweet 6431,neutral
sample tweet 6432,positive
sample tweet 6433,positive
sample tweet 6434,negative
sample tweet 6435,positive
sample tweet 6436,positive
sample tweet 6437,neutral
sample tweet 6438,neutral
sample tweet 6439,positive
sample tweet 6440,positive
sample tweet 6441,positive
sample tweet 6442,neutral
sample tweet 6443,neutral
sample tweet 6444,positive
sample tweet 6445,positive
sample tweet 6446,neutral
sample tweet 6447,positive
sample tweet 6448,positive
sample tweet 6449,negative
sample tweet 6450,neutral
sample tweet 6451,negative
sample tweet 6452,positive
sample tweet 6453,neutral
sample tweet 6454,positive
sample tweet 6455,neutral
sample tweet 6456,positive
sample tweet 6457,neutral
sample tweet 6458,negative
sample tweet 6459,positive
sample tweet 6460,positive
sample tweet 6461,positive
sample tweet 6462,neutral
sample tweet 6463,neutral
sample tweet 6464,positive
sample tweet 6465,positive
sample tweet 6466,neutral
sample tweet 6467,negative
sample tweet 6468,positive
sample tweet 6469,positive
sample tweet 6470,neutral
sample tweet 6471,negative
sample tweet 6472,positive
sample tweet 6473,negative
sample tweet 6474,negative
sample tweet 6475,positive
sample tweet 6476,neutral
sample tweet 6477,positive
sample tweet 6478,positive
sample tweet 6479,positive
sample tweet 6480,positive
sample tweet 6481,positive
sample tweet 6482,positive
sample tweet 6483,positive
sample tweet 6484,positive
sample tweet 6485,positive
sample tweet 6486,negative
sample tweet 6487,neutral
sample tweet 6488,positive
sample tweet 6489,neutral
sample tweet 6490,positive
sample tweet 6491,negative
sample tweet 6492,negative
sample tweet 6493,positive
sample tweet 6494,negative
sample tweet 6495,positive
sample tweet 6496,negative
sample tweet 6497,negative
sample tweet 6498,negative
sample tweet 6499,neutral
sample tweet 6500,positive
sample tweet 6501,positive
sample tweet 6502,positive
sample tweet 6503,positive
sample tweet 6504,negative
sample tweet 6505,neutral
sample tweet 6506,positive
sample tweet 6507,positive
sample tweet 6508,neutral
sample tweet 6509,neutral
sample tweet 6510,neutral
sample tweet 6511,negative
sample tweet 6512,positive
sample tweet 6513,positive
sample tweet 6514,positive
sample tweet 6515,positive
sample tweet 6516,negative
sample tweet 6517,positive
sample tweet 6518,negative
sample tweet 6519,negative
sample tweet 6520,positive
sample tweet 6521,positive
sample tweet 6522,positive
sample tweet 6523,positive
sample tweet 6524,neutral
sample tweet 6525,negative
sample tweet 6526,neutral
sample tweet 6527,positive
sample tweet 6528,neutral
sample tweet 6529,negative
sample tweet 6530,neutral
sample tweet 6531,neutral
sample tweet 6532,positive
sample tweet 6533,positive
sample tweet 6534,negative
sample tweet 6535,negative
sample tweet 6536,negative
sample tweet 6537,positive
sample tweet 6538,positive
sample tweet 6539,neutral
sample tweet 6540,negative
sample tweet 6541,positive
sample tweet 6542,positive
sample tweet 6543,positive
sample tweet 6544,neutral
sample tweet 6545,negative
sample tweet 6546,neutral
sample tweet 6547,negative
sample tweet 6548,negative
sample tweet 6549,positive
sample tweet 6550,neutral
sample tweet 6551,neutral
sample tweet 6552,negative
sample tweet 6553,neutral
sample tweet 6554,neutral
sample tweet 6555,positive
sample tweet 6556,positive
sample tweet 6557,neutral
sample tweet 6558,neutral
sample tweet 6559,negative
sample tweet 6560,positive
sample tweet 6561,positive
sample tweet 6562,positive
sample tweet 6563,positive
sample tweet 6564,negative
sample tweet 6565,negative
sample tweet 6566,neutral
sample tweet 6567,neutral
sample tweet 6568,positive
sample tweet 6569,neutral
sample tweet 6570,neutral
sample tweet 6571,neutral
sample tweet 6572,positive
sample tweet 6573,negative
sample tweet 6574,neutral
sample tweet 6575,neutral
sample tweet 6576,neutral
sample tweet 6577,negative
sample tweet 6578,negative
sample tweet 6579,neutral
sample tweet 6580,positive
sample tweet 6581,neutral
sample tweet 6582,neutral
sample tweet 6583,positive
sample tweet 6584,negative
sample tweet 6585,negative
sample tweet 6586,neutral
sample tweet 6587,neutral
sample tweet 6588,positive
sample tweet 6589,negative
sample tweet 6590,negative
sample tweet 6591,positive
sample tweet 6592,neutral
sample tweet 6593,positive
sample tweet 6594,positive
sample tweet 6595,neutral
sample tweet 6596,positive
sample tweet 6597,positive
sample tweet 6598,positive
sample tweet 6599,positive
sample tweet 6600,positive
sample tweet 6601,positive
sample tweet 6602,positive
sample tweet 6603,positive
sample tweet 6604,positive
sample tweet 6605,negative
sample tweet 6606,neutral
sample tweet 6607,positive
sample tweet 6608,neutral
sample tweet 6609,negative
sample tweet 6610,positive
sample tweet 6611,negative
sample tweet 6612,positive
sample tweet 6613,negative
sample tweet 6614,neutral
sample tweet 6615,positive
sample tweet 6616,neutral
sample tweet 6617,negative
sample tweet 6618,positive
sample tweet 6619,neutral
sample tweet 6620,positive
sample tweet 6621,neutral
sample tweet 6622,positive
sample tweet 6623,neutral
sample tweet 6624,neutral
sample tweet 6625,negative
sample tweet 6626,negative
sample tweet 6627,neutral
sample tweet 6628,negative
sample tweet 6629,positive
sample tweet 6630,neutral
sample tweet 6631,neutral
sample tweet 6632,neutral
sample tweet 6633,negative
sample tweet 6634,neutral
sample tweet 6635,negative
sample tweet 6636,positive
sample tweet 6637,negative
sample tweet 6638,neutral
sample tweet 6639,negative
sample tweet 6640,positive
sample tweet 6641,positive
sample tweet 6642,positive
sample tweet 6643,neutral
sample tweet 6644,negative
sample tweet 6645,negative
sample tweet 6646,positive
sample tweet 6647,negative
sample tweet 6648,negative
sample tweet 6649,negative
sample tweet 6650,positive
sample tweet 6651,negative
sample tweet 6652,positive
sample tweet 6653,neutral
sample tweet 6654,positive
sample tweet 6655,positive
sample tweet 6656,negative
sample tweet 6657,neutral
sample tweet 6658,positive
sample tweet 6659,positive
sample tweet 6660,positive
sample tweet 6661,neutral
sample tweet 6662,positive
sample tweet 6663,neutral
sample tweet 6664,negative
sample tweet 6665,negative
sample tweet 6666,negative
sample tweet 6667,positive
sample tweet 6668,positive
sample tweet 6669,neutral
sample tweet 6670,positive
sample tweet 6671,positive
sample tweet 6672,positive
sample tweet 6673,positive
sample tweet 6674,positive
sample tweet 6675,positive
sample tweet 6676,neutral
sample tweet 6677,neutral
sample tweet 6678,negative
sample tweet 6679,neutral
